"","Issue_Resolution","Issue_Category","Issue_Severity","Support_Level","Support_Channel","Building","City","Position","Country","Tenure_Months","Career_Desc","Division"
"59416"," Workaround","Apps","Sev2",NA,"Chat","B0182","Sunnyvale","Finance","US ",141,"IC4","D006433"
"1741"," Workaround","Apps","Sev2",NA,"Email","B0205","Reno","Treasury","US ",197,"IC4","D006433"
"26641"," Workaround","Apps","Sev3",NA,"Chat","MOBILE","Tokyo","Sales Leadership","JP ",245,"MGR3","D001939"
"78949","Unknown","Apps","Sev2",NA,"Email","HOME OFFICE",NA,"Business Operations","CA ",266,"IC3","D008805"
"4758"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Montreal","Relationship Management","CA ",141,"IC5","D008805"
"42557"," User Education","Apps","Sev3",NA,"Email","MOBILE","Toulouse","Business Operations","FR ",303,"IC5","D008654"
"4931"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Beijing","Sales Excellence","CN ",138,"IC5","D005841"
"78615","Resolved by Caller","Apps","Sev2",NA,"Email","MOBILE","London","Support Engineering","GB ",130,"IC4","D010405"
"6650"," Workaround","Apps","Sev2",NA,"Email","B0921","Seattle","Business Support","US ",23,"IC3","D006433"
"22352","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Kista","Solution Sales","SE ",18,"MGR3","D013117"
"35632"," Workaround","Apps","Sev2",NA,"Email","B0659","Sunnyvale","Software Engineering","US ",9,"IC3","D006433"
"44330"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Berlin","Support Engineering","DE ",219,"IC5","D014045"
"25183","Unknown","Apps","Sev3",NA,"Phone","B0934","Mumbai","Software Engineering","IN ",89,"IC3","D013936"
"80833"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Berlin","Relationship Management","DE ",210,"IC4","D014045"
"8659","Unknown","Apps","Sev2",NA,"Email","B0297","Sunnyvale","Business Operations","US ",98,"IC4","D006433"
"26496"," User Education","Apps","Sev1",NA,"Phone","MOBILE","Jakarta","Relationship Management","ID ",49,"IC3","D016205"
"64341","Unknown","Apps","Sev3",NA,"Chat","B0892","Cork","Finance","IE ",72,"IC4","D015571"
"54593"," Request Complete","Apps","Sev2",NA,"Email","B0068","Sunnyvale","IT Operations","US ",55,"IC3","D006433"
"56722"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Mississauga","Support Delivery","CA ",124,"IC4","D008805"
"63747"," Request Complete","Apps","Sev3",NA,"Email","B0361","Los Angeles","Hardware Engineering","US ",44,"IC3","D006433"
"57568"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Sydney","Relationship Management","AU ",30,"IC5","D009170"
"36001"," User Education","Apps","Sev1","Silver","Chat","MOBILE","New York","Relationship Management","US ",231,"MGR3","D006433"
"57641"," Request Complete","Apps","Sev3",NA,"Email","B0809","Sunnyvale","Finance","US ",230,"IC4","D006433"
"4613"," User Education","Apps","Sev2",NA,"Email","MOBILE","Schiphol","Solution Sales","NL ",16,"IC2","D008233"
"54710"," User Education","Apps","Sev2",NA,"Chat","B0383","Singapore","Operations","SG ",26,"IC3","D009703"
"52585","Unknown","Apps","Sev3",NA,"Email","MOBILE","Dubai","Licensing","AE ",85,"IC5","D002536"
"19257","Non-Actionable","Apps","Sev3",NA,"Email","B0169","Sunnyvale","Marketing","US ",199,"MGR3","D006433"
"20870","Software Update","Apps","Sev2",NA,"Email","B1009","Berlin","Business Operations","DE ",3,NA,"D014045"
"14990","Unknown","Apps","Sev2",NA,"Email","MOBILE","Schiphol","Business Development","NL ",16,"IC2","D008233"
"53018"," User Education","Apps","Sev1",NA,"Chat","HOME OFFICE","Atlanta","Technical Delivery","US ",9,"IC4","D006433"
"80607"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Cork","Inside Sales","IE ",8,"IC2","D015571"
"14339","Unknown","Apps","Sev2",NA,"Chat","B0921","Seattle","Program Management","US ",142,"IC4","D006433"
"42063"," Workaround","Apps","Sev1","Silver","Chat","HOME OFFICE","Brighton","Relationship Management","US ",48,"IC4","D006433"
"1617"," User Education","Apps","Sev1",NA,"Chat","B0102","Bandar Seri","Relationship Management","BN ",12,"IC3","D010298"
"65925","Unknown","Apps","Sev1",NA,"Chat","B0635","Atlanta","Technical Delivery","US ",39,"IC2","D006433"
"58647"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Cork","Inside Sales","IE ",103,"MGR2","D015571"
"5857"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","New Delhi","Relationship Management","IN ",30,"IC4","D013158"
"82788"," User Education","Apps","Sev2",NA,"Email","HOME OFFICE",NA,"Licensing","IL ",21,"IC3","D006908"
"38019"," User Education","Apps","Sev2",NA,"Email","MOBILE","Berlin","Support Engineering","DE ",205,"IC4","D014045"
"79219"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Mumbai","Technical Delivery","IN ",18,"IC3","D007359"
"41168","Software Update","Apps","Sev3",NA,"Chat","B0892","Cork","Risk Management","IE ",30,"IC3","D015571"
"12883","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Moscow","Account Management","RU ",17,"IC5","D006874"
"38762","Unknown",NA,"Sev1",NA,"Chat","B0833","Burlington","Support Engineering","US ",115,"IC5","D006433"
"25503","Software Update","Apps","Sev2",NA,"Chat","MOBILE","Toulouse","Relationship Management","FR ",16,"IC2","D008654"
"29763"," User Education","Apps","Sev2",NA,"Email","B0370","New York","Inside Sales","US ",174,"IC3","D006433"
"53506","Software Update","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Business Operations","US ",58,"IC3","D006433"
"29736"," User Education","Apps","Sev2",NA,"Chat","B0341","Sunnyvale","Service Engineering","US ",87,"IC3","D006433"
"53862","Non-Actionable","Help","Sev2",NA,"Email","HOME OFFICE","Pueblo","Service Engineering","US ",118,"IC4","D006433"
"55550","Unknown","Apps","Sev2",NA,"Email","B0867","San Jose","Support Engineering","CR ",23,"IC2","D005412"
"22388","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Lima","Account Management","PE ",39,"MGR3","D002957"
"58261"," User Education","Apps","Sev3",NA,"Chat","B0848","Mumbai","Relationship Management","IN ",32,"IC4","D007359"
"45740"," Workaround","Apps","Sev1",NA,"Chat","B0738","Cork","Inside Sales","IE ",18,"IC2","D015571"
"53182"," Workaround","Apps","Sev2","Silver","Phone","MOBILE","Alpharetta","Technology Strategy","US ",88,"IC5","D006433"
"10556","Unknown","Apps","Sev3",NA,"Email","B0938","Sunnyvale","Business Support","US ",117,"IC6","D006433"
"18349"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Minsk","Sales Leadership","BY ",92,"MGR3","D006012"
"20357"," Request Complete","Apps","Sev1",NA,"Chat","MOBILE","Sao Paulo","Business Operations","BR ",87,"IC4","D007007"
"26664"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Toulouse","Support Delivery","FR ",32,"IC3","D008654"
"45871","Non-Reproducible","Apps","Sev2",NA,"Chat","MOBILE","Mexico City","Technical Delivery","MX ",9,"IC2","D009124"
"79150","Unknown","Apps","Sev2","Silver","Chat","MOBILE","Mumbai","Technical Delivery","IN ",4,"IC2","D007359"
"4249"," User Education","Apps","Sev2",NA,"Chat","B0892","Cork","Operations","IE ",50,"IC2","D015571"
"6044"," Request Complete","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",115,"IC4","D006433"
"38704","Unknown",NA,"Sev1",NA,"Chat","MOBILE","Barueri","Support Engineering","BR ",57,"IC4","D007007"
"35039","Unknown","Apps","Sev2",NA,"Chat","B0035","Sunnyvale","Finance","US ",25,"IC3","D006433"
"31219"," Workaround","Apps","Sev1",NA,"Chat","B0095","Tokyo","Support Engineering","JP ",147,"IC3","D001939"
"58840"," User Education","Apps","Sev2",NA,"Chat","B0264","Los Angeles","Software Engineering","US ",24,"IC4","D006433"
"16445",NA,NA,"Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",200,"IC4","D006433"
"78622"," User Education","Apps","Sev2",NA,"Email","B0462","Bucharest","Support Engineering","RO ",10,"IC3","D009260"
"33718"," Workaround","Help","Sev2",NA,"Email","B0730","Humacao","Service Engineering","PR ",77,"IC3","D003311"
"8945"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Reston","Relationship Management","US ",54,"IC3","D006433"
"70902"," User Education","Apps","Sev2",NA,"Email","B0934","Mumbai","Service Engineering","IN ",43,"IC3","D013936"
"59632"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Rio de Janeiro","Technology Strategy","BR ",177,"IC4","D007007"
"81628"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Beijing","Support Delivery","CN ",13,"IC4","D005841"
"63871","Unknown","Apps","Sev2","Gold","Phone","B0934","Mumbai","Software Engineering","IN ",94,"IC4","D013936"
"5240"," User Education","Apps","Sev1",NA,"Chat","B0596","Moscow","Relationship Management","RU ",70,"IC4","D006874"
"18527"," Request Complete","Apps","Sev3",NA,"Chat","B0850","Sunnyvale","Service Engineering","US ",9,"IC3","D006433"
"44335"," User Education","Apps","Sev2","Gold","Phone","B0228","Sunnyvale","Supply Chain","US ",128,"MGR3","D006433"
"37102"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Barueri","Account Management","BR ",44,"IC3","D007007"
"7452"," Workaround","Apps","Sev2",NA,"Email","B0228","Sunnyvale","Manufacturing","US ",84,"IC4","D006433"
"10678"," User Education","Apps","Sev2",NA,"Email","MOBILE","Houston","Solution Sales","US ",125,"IC5","D006433"
"16194"," Workaround","Apps","Sev1",NA,"Chat","B0977","Gurgaon","Inside Sales","IN ",3,"IC2","D013158"
"80421","Resolved by Caller","Apps","Sev2",NA,"Email","MOBILE","Zaventem","Marketing","BE ",48,"IC3","D010467"
"57459"," Request Complete","Apps","Sev3",NA,"Email","B0343","Sunnyvale","Business Operations","US ",194,"MGR2","D006433"
"35894","Unknown","Apps","Sev2",NA,"Chat","B0934","Mumbai","Software Engineering","IN ",132,"IC3","D013936"
"19666"," Workaround","Apps","Sev2",NA,"Email","MOBILE","London","Finance","GB ",113,"IC4","D010405"
"47415"," Workaround","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Finance","US ",45,"IC4","D006433"
"81085"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Shanghai","Relationship Management","CN ",89,"IC3","D005841"
"79527"," User Education","Apps","Sev2",NA,"Phone","MOBILE","Wallisellen","Licensing","CH ",31,"IC3","D019166"
"20077"," Workaround","Apps","Sev2",NA,"Email","B0938","Sunnyvale","Treasury","US ",111,"IC4","D006433"
"76881"," User Education","Apps","Sev3",NA,"Email","MOBILE","Atlanta","Licensing","US ",206,"IC4","D006433"
"21829"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Reston","Relationship Management","US ",63,"IC3","D006433"
"56657"," Workaround","Apps","Sev2",NA,"Email","B0635","Atlanta","Sales Excellence","US ",94,"IC5","D006433"
"14307"," Workaround","Apps","Sev2",NA,"Phone","B0685","Sunnyvale","Business Operations","US ",117,"IC3","D006433"
"48643"," Workaround","Apps","Sev2","Silver","Email","HOME OFFICE","Reno","Account Management","US ",43,"IC3","D006433"
"83143"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Bratislava","Business Development","SK ",13,NA,"D019076"
"60643","Unknown","Apps","Sev2",NA,"Chat","B0892","Cork","Operations","IE ",54,"IC3","D015571"
"41414","Unknown","Apps","Sev2",NA,"Email","B0140","Corte Madera","Retail","US ",44,"IC5","D006433"
"62548"," Workaround","Apps","Sev2",NA,"Email","B1024","Mumbai","Service Engineering","IN ",52,"IC3","D013936"
"40324","Resolved by Caller","Apps","Sev2",NA,"Chat","B0262","Sunnyvale","Software Engineering","US ",234,"MGR4","D006433"
"13828","Unknown","Apps","Sev1","Silver","Chat","B0672","New York","Support Engineering","US ",53,"IC4","D006433"
"50922","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Schiphol","Technical Delivery","NL ",8,"IC2","D008233"
"78398"," Workaround","Apps","Sev2",NA,"Email","B0058","Sunnyvale","Business Support","US ",314,"IC6","D006433"
"9780"," Workaround","Apps","Sev3",NA,"Email","B0797","Osaka","Solution Sales","JP ",79,"IC4","D001939"
"9485"," User Education","Apps","Sev2",NA,"Chat","HOME OFFICE","Woodinville","Technical Delivery","US ",44,"IC4","D006433"
"14494"," Request Complete","Apps","Sev1",NA,"Chat","MOBILE","Cork","Inside Sales","IE ",12,"IC1","D015571"
"51054"," Workaround","Apps","Sev2",NA,"Email","B0437","Sunnyvale","Software Engineering","US ",137,"IC4","D006433"
"80530"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Moscow","Relationship Management","RU ",52,"IC3","D006874"
"69464"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Athens","Relationship Management","GR ",12,"IC4","D003670"
"15555"," User Education","Apps","Sev3",NA,"Email","B0749","Raanana","Solution Sales","IL ",64,"IC4","D006908"
"29177","Unknown","Apps","Sev2",NA,"Email","B0934","Mumbai","Software Engineering","IN ",20,"IC2","D013936"
"64279","Software Update","Apps","Sev2",NA,"Email","MOBILE","Overland Park","Sales Excellence","US ",85,"IC4","D006433"
"71219","Non-Actionable","Help","Sev2",NA,"Email","B0228","Sunnyvale","Supply Chain","US ",261,"IC4","D006433"
"68152"," User Education","Apps","Sev2",NA,"Phone","B0618","Shanghai","Support Engineering","CN ",40,"IC2","D005841"
"81106"," Request Complete","Apps","Sev2",NA,"Chat","B0934","Mumbai","Software Engineering","IN ",119,"MGR3","D013936"
"74588"," User Education","Apps","Sev2",NA,"Email","MOBILE","Chennai","Business Operations","IN ",10,"IC1","D001578"
"39738"," User Education","Apps","Sev2",NA,"Email","B0264","Los Angeles","Program Management","US ",353,"IC3","D006433"
"51890"," User Education","Apps","Sev2",NA,"Email","B0040","Toulouse","Technical Delivery","FR ",29,"IC5","D008654"
"7902","Resolved by Caller","Apps","Sev2",NA,"Email","B0561","Sunnyvale","Program Management","US ",198,"MGR3","D006433"
"34519"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Hamburg","Operations","DE ",246,"IC2","D014045"
"30618"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Moscow","Finance","RU ",96,"MGR3","D006874"
"9976"," Request Complete","Help","Sev2",NA,"Chat","B0370","New York","Inside Sales","US ",24,"MGR2","D006433"
"62017"," Workaround","Apps","Sev3",NA,"Phone","B0029","Austin","Support Engineering","US ",14,"IC3","D006433"
"19870"," Request Complete","Apps","Sev1",NA,"Email","B0749","Raanana","Technology Strategy","IL ",0,NA,"D006908"
"82451"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Ottawa","Relationship Management","CA ",30,"IC3","D008805"
"69899"," User Education","Help","Sev3",NA,"Email","MOBILE","Riyadh","Account Management","SA ",99,"IC5","D005568"
"40167"," Workaround","Apps","Sev2",NA,"Chat","B0029","Austin","Support Engineering","US ",37,"IC3","D006433"
"77961","Unknown","Apps","Sev3",NA,"Email","B0228","Sunnyvale","Operations","US ",29,"IC3","D006433"
"79634","Non-Actionable","Help","Sev2",NA,"Email","B0228","Sunnyvale","Operations","US ",238,"IC5","D006433"
"60513","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Irvine","Support Delivery","US ",19,"IC2","D006433"
"5966"," Workaround","Apps","Sev2",NA,"Email","B0741","Sunnyvale","Software Engineering","US ",292,"EXEC6","D006433"
"21504"," User Education","Apps","Sev1",NA,"Chat","B0109","Hamburg","Relationship Management","DE ",33,"IC3","D014045"
"41235","Unknown","Apps","Sev2",NA,"Email","B0672","New York","Finance","US ",203,"IC4","D006433"
"63227","Software Update","Apps","Sev3",NA,"Email","B0153","MADRID","Corporate Affairs","ES ",9,"IC3","D004024"
"412"," User Education","Apps","Sev2","Gold","Email","MOBILE","Auckland","Business Strategy","NZ ",151,"IC5","D018458"
"11047"," User Education","Apps","Sev3",NA,"Email","MOBILE","North Charleston","Account Management","US ",132,"IC4","D006433"
"70337"," User Education","Help","Sev2",NA,"Email","B0724","Bellevue","Business Operations","US ",203,"IC4","D006433"
"2120","Software Update","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",64,"IC4","D006433"
"75741","Non-Actionable","Apps","Sev2",NA,"Email","HOME OFFICE",NA,"Licensing","JP ",53,"IC3","D001939"
"5801"," Workaround","Apps","Sev2","Silver","Email","B0589","Sunnyvale","Program Management","US ",67,"IC3","D006433"
"42761","Resolved by Caller","Apps","Sev2",NA,"Email","B1009","Berlin","Solution Sales","DE ",90,"IC4","D014045"
"60877"," Workaround","Apps","Sev2",NA,"Email","B0730","Humacao","Service Engineering","PR ",49,"IC2","D003311"
"32685"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Berlin","Sales Leadership","DE ",62,"IC3","D014045"
"10088","Non-Actionable","Help","Sev2",NA,"Email","B0135","Reno","Operations","US ",122,"IC4","D006433"
"61342","Non-Actionable","Help","Sev2","Silver","Email","B0818","Sunnyvale","Operations","US ",42,"IC3","D006433"
"4552"," Workaround","Apps","Sev1",NA,"Chat","B0480","Warsaw","Relationship Management","PL ",139,"IC4","D001666"
"18028"," Request Complete","Apps","Sev2",NA,"Email","B0944","Sunnyvale","Business Operations","US ",56,"IC3","D006433"
"11451"," Workaround","Apps","Sev1",NA,"Chat","B0029","Austin","Support Engineering","US ",50,"IC4","D006433"
"1585"," Request Complete","Apps","Sev2",NA,"Email","B0462","Bucharest","Support Engineering","RO ",4,"IC1","D009260"
"12226","Resolved by Caller","Apps","Sev1",NA,"Chat","B1007","Atlanta","Support Engineering","US ",85,"IC3","D006433"
"76116"," User Education","Apps","Sev2",NA,"Email","MOBILE","Santiago","Finance","CL ",0,NA,"D012846"
"64335"," Workaround","Apps","Sev2","Silver","Phone","B0738","Cork","Inside Sales","IE ",12,"IC1","D015571"
"59931"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Tokyo","HR Talent Acquisition","JP ",15,"IC4","D001939"
"47936","Unknown","Apps","Sev2",NA,"Email","B0125","Sunnyvale","Business Support","US ",28,"IC6","D006433"
"32028"," User Education","Apps","Sev2",NA,"Email","MOBILE","Stuttgart","Relationship Management","DE ",189,"IC4","D014045"
"13285","Unknown","Apps","Sev2","Platinum","Chat","MOBILE","Kista","Account Management","SE ",17,"IC3","D013117"
"12649"," Workaround","Apps","Sev2",NA,"Email","B0934","Mumbai","Service Engineering","IN ",76,"IC3","D013936"
"43826"," User Education","Apps","Sev2",NA,"Phone","MOBILE","Singapore","Sales Excellence","SG ",36,"IC4","D009703"
"52498"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Melbourne","Technology Strategy","AU ",147,"IC4","D009170"
"76631"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Singapore","Account Management","SG ",122,"IC4","D009703"
"62057"," Workaround","Apps","Sev2",NA,"Phone","MOBILE","Burlington","Relationship Management","US ",18,"IC3","D006433"
"1440"," User Education","Apps","Sev2",NA,"Email","B0370","New York","Business Operations","US ",107,"IC2","D006433"
"49380"," Workaround","Apps","Sev1",NA,"Chat","B1009","Berlin","Technical Delivery","DE ",205,"MGR2","D014045"
"52313","Unknown","Apps","Sev3",NA,"Chat","B0809","Sunnyvale","Finance","US ",74,"IC4","D006433"
"47243","Unknown","Apps","Sev3",NA,"Chat","MOBILE","Chevy chase","Technical Delivery","US ",11,"IC4","D006433"
"35121","Software Update","Apps","Sev3",NA,"Email","MOBILE","Seoul","Licensing","KR ",6,"IC2","D014509"
"62308"," User Education","Apps","Sev3","Silver","Email","B0861","SUNNYVALE","Business Operations","US ",82,"IC3","D006433"
